# model_name=pna_baseline
# seed=3
# started_at=20251010-173544
epoch,train_loss,val_loss,val_macro_minF1,val_deg-in_minF1,val_deg-out_minF1,val_fan-in_minF1,val_fan-out_minF1,val_C2_minF1,val_C3_minF1,val_C4_minF1,val_C5_minF1,val_C6_minF1,val_S-G_minF1,val_B-C_minF1
1,0.6957271695137024,0.690434992313385,0.22365732897411694,0.0,0.5204984545707703,0.0,0.4881424605846405,0.32131147384643555,0.0,0.65041184425354,0.0,0.0,0.4798663854598999,0.0
2,0.6730566620826721,0.6896253824234009,0.2127831903370944,0.0,0.5204984545707703,0.0,0.4881424605846405,0.20169594883918762,0.0,0.65041184425354,0.0,0.0,0.4798663854598999,0.0
3,0.6584267020225525,0.688639223575592,0.19444719498807733,0.0,0.5204984545707703,0.0,0.4881424605846405,0.0,0.0,0.65041184425354,0.0,0.0,0.4798663854598999,0.0
4,0.6466376781463623,0.6873292922973633,0.20006183331662958,0.0,0.5204984545707703,0.0,0.4881424605846405,0.0,0.0,0.65041184425354,0.0,0.0,0.5416274070739746,0.0
5,0.6365092992782593,0.6854522824287415,0.18573332916606555,0.0,0.5204984545707703,0.0,0.4881424605846405,0.0,0.0,0.65041184425354,0.0,0.0,0.3840138614177704,0.0
6,0.6273927688598633,0.6830434799194336,0.15082297812808643,0.0,0.5204984545707703,0.0,0.4881424605846405,0.0,0.0,0.65041184425354,0.0,0.0,0.0,0.0
7,0.618546187877655,0.6799643635749817,0.14268633181398566,0.0,0.4309953451156616,0.0,0.4881424605846405,0.0,0.0,0.65041184425354,0.0,0.0,0.0,0.0
8,0.6103591322898865,0.6764013171195984,0.11867245083505457,0.0,0.16684265434741974,0.0,0.4881424605846405,0.0,0.0,0.65041184425354,0.0,0.0,0.0,0.0
9,0.6026275157928467,0.6722863912582397,0.10667688027024269,0.0,0.03489137813448906,0.0,0.4881424605846405,0.0,0.0,0.65041184425354,0.0,0.0,0.0,0.0
10,0.59492027759552,0.6672570705413818,0.13820499774407258,0.0,0.016183411702513695,0.0,0.4881424605846405,0.0,0.0,0.65041184425354,0.0,0.365517258644104,0.0,0.0
11,0.5872848629951477,0.6610873341560364,0.13942750996317377,0.00557491322979331,0.02405613288283348,0.0,0.4881424605846405,0.0,0.0,0.65041184425354,0.0,0.365517258644104,0.0,0.0
12,0.5802404880523682,0.6535083651542664,0.15244984728368846,0.1342894434928894,0.038587313145399094,0.0,0.4881424605846405,0.0,0.0,0.65041184425354,0.0,0.365517258644104,0.0,0.0
13,0.5727125406265259,0.6442574858665466,0.1887315392219038,0.4853135943412781,0.08514547348022461,0.001516300137154758,0.4881424605846405,0.0,0.0,0.65041184425354,0.0,0.365517258644104,0.0,0.0
14,0.5660721063613892,0.6334347128868103,0.26315120776945894,0.7134187817573547,0.16483810544013977,0.15406163036823273,0.47927507758140564,0.0,0.0,0.65041184425354,0.2624574303627014,0.42048290371894836,0.04971751198172569,0.0
15,0.559109628200531,0.6218020915985107,0.3485332293943925,0.8975346684455872,0.2500000298023224,0.5443003177642822,0.4543556571006775,0.0,0.0,0.6541697978973389,0.31294962763786316,0.4480651915073395,0.2724902331829071,0.0
16,0.5523915886878967,0.6095373630523682,0.4020066369663585,0.9524158239364624,0.29306021332740784,0.7644733786582947,0.4207102954387665,0.0,0.0,0.6702099442481995,0.35699793696403503,0.47304216027259827,0.4911632537841797,0.0
17,0.5454965829849243,0.5973032712936401,0.4311039989644831,0.9780396223068237,0.30145400762557983,0.9078212976455688,0.4167880117893219,0.0,0.0,0.6767405867576599,0.38073650002479553,0.48106205463409424,0.59950190782547,0.0
18,0.5388939380645752,0.5850570201873779,0.4331026564944874,0.99207603931427,0.25005921721458435,0.9390011429786682,0.38599106669425964,0.0,0.0,0.6763872504234314,0.4017758071422577,0.48262402415275574,0.6362146735191345,0.0
19,0.5323285460472107,0.5733712911605835,0.41989628225564957,0.9970212578773499,0.07395800203084946,0.9544863104820251,0.35720139741897583,0.0,0.0,0.6737125515937805,0.4267171621322632,0.4830012023448944,0.6527612209320068,0.0
20,0.5263047814369202,0.5618655681610107,0.4073145411569964,0.9980765581130981,0.01689189113676548,0.9588840007781982,0.24723663926124573,0.0,0.0,0.6731810569763184,0.4416067600250244,0.4863601326942444,0.6582229137420654,0.0
21,0.5199823379516602,0.5509557127952576,0.4008030706000599,0.9975550174713135,0.01958136446774006,0.9603363871574402,0.15790952742099762,0.0,0.0,0.6715488433837891,0.4472641050815582,0.4859594404697418,0.6593911647796631,0.009287926368415356
22,0.5146694779396057,0.5410414338111877,0.41053753634068096,0.9951270222663879,0.018944518640637398,0.9577875137329102,0.06798096746206284,0.0,0.0,0.6715063452720642,0.44526901841163635,0.48454010486602783,0.6602528095245361,0.21450459957122803
23,0.5082926154136658,0.5319293737411499,0.4259116258472204,0.9915033578872681,0.004139358177781105,0.9553862810134888,0.03914590924978256,0.0,0.0,0.6670575737953186,0.4431999921798706,0.48327434062957764,0.6603067517280579,0.4410143196582794
24,0.502977192401886,0.5226355195045471,0.43205126078630035,0.9942619204521179,0.0,0.9555756449699402,0.005267118103802204,0.0,0.0,0.6621800065040588,0.4438503086566925,0.4790513813495636,0.6599514484405518,0.5524260401725769
25,0.49737635254859924,0.5130298733711243,0.43496192314408044,0.9986028671264648,0.0,0.9576441049575806,0.0,0.0,0.0,0.6598039269447327,0.4425395131111145,0.4745628535747528,0.6592053771018982,0.5922225117683411
26,0.4925788938999176,0.5044416785240173,0.4365939660505815,0.9994755983352661,0.0,0.959213376045227,0.0,0.0,0.0,0.6591871976852417,0.44551539421081543,0.4695512652397156,0.6592012047767639,0.6103895902633667
27,0.4875655472278595,0.49741479754447937,0.4359280087731101,0.9994755983352661,0.0,0.959213376045227,0.0,0.0,0.0,0.6564612984657288,0.44307196140289307,0.46122777462005615,0.6592012047767639,0.6165568828582764
28,0.48320242762565613,0.49151962995529175,0.43479071047940204,0.9994755983352661,0.0,0.9590238928794861,0.0,0.0,0.0007235890370793641,0.6506885886192322,0.4378378391265869,0.45509961247444153,0.6592012047767639,0.6206474900245667
29,0.4787214994430542,0.48573607206344604,0.44594743983312085,0.9993007183074951,0.0,0.9590238928794861,0.0,0.0,0.13060687482357025,0.643571138381958,0.43650153279304504,0.4540276825428009,0.659439206123352,0.6229507923126221
30,0.47527772188186646,0.48029157519340515,0.4602793184193698,0.998950719833374,0.0,0.9593732357025146,0.0,0.0,0.2889518439769745,0.6365669965744019,0.4418729841709137,0.4557270407676697,0.6595425605773926,0.6220871210098267
31,0.4716988503932953,0.47644540667533875,0.4646105441180142,0.998950719833374,0.0,0.9591687917709351,0.0,0.0,0.32946887612342834,0.6337889432907104,0.45059922337532043,0.46104156970977783,0.6597549319267273,0.6179429292678833
32,0.4682926833629608,0.4738041162490845,0.46696311235427856,0.9980745911598206,0.0,0.9591240882873535,0.0,0.0,0.3358169198036194,0.6356611251831055,0.46338915824890137,0.4701641798019409,0.659813404083252,0.614550769329071
33,0.46526890993118286,0.4711892306804657,0.46879651871594513,0.997372567653656,0.0,0.959094226360321,0.0,0.0,0.3401324450969696,0.6403007507324219,0.476190447807312,0.4751688539981842,0.6617704033851624,0.6067320108413696
34,0.46198177337646484,0.4690392315387726,0.470092927867716,0.9966696500778198,0.0,0.9586383700370789,0.0,0.0,0.33476394414901733,0.6464894413948059,0.4957941472530365,0.48868072032928467,0.6582934856414795,0.5916924476623535
35,0.4594176113605499,0.467719167470932,0.46995737606828863,0.994907796382904,0.0,0.9587382674217224,0.0,0.0,0.3160196840763092,0.6581910252571106,0.5198196172714233,0.4986533522605896,0.6506523489952087,0.572549045085907
36,0.4579527676105499,0.46740731596946716,0.4696315012194894,0.9943780899047852,0.0,0.9573058485984802,0.0,0.0,0.3077346384525299,0.6625989675521851,0.5355494022369385,0.511203944683075,0.6376687288284302,0.559506893157959
