# model_name=pna_reverse_mp
# seed=2
# started_at=20251017-095919
epoch,train_loss,val_loss,val_macro_minF1,val_deg-in_minF1,val_deg-out_minF1,val_fan-in_minF1,val_fan-out_minF1,val_C2_minF1,val_C3_minF1,val_C4_minF1,val_C5_minF1,val_C6_minF1,val_S-G_minF1,val_B-C_minF1
1,0.7034832835197449,0.6964147686958313,0.22219630533998663,0.0,0.0,0.0,0.4881424605846405,0.32131147384643555,0.5044271945953369,0.65041184425354,0.0,0.0,0.4798663854598999,0.0
2,0.67698073387146,0.6947381496429443,0.22562448477203195,0.03770997375249863,0.0,0.0,0.4881424605846405,0.32131147384643555,0.5044271945953369,0.65041184425354,0.0,0.0,0.4798663854598999,0.0
3,0.6616429686546326,0.692804753780365,0.2684325061061166,0.5085982084274292,0.0,0.0,0.4881424605846405,0.32131147384643555,0.5044271945953369,0.65041184425354,0.0,0.0,0.4798663854598999,0.0
4,0.6506060361862183,0.6901475191116333,0.31468505690678616,0.8990228176116943,0.0,0.001516300137154758,0.4881424605846405,0.32131147384643555,0.5044271945953369,0.65041184425354,0.0,0.01049317978322506,0.4798663854598999,0.10634396970272064
5,0.6409028768539429,0.6869204044342041,0.3458904823161323,0.9287700653076172,0.0020797227043658495,0.08916273713111877,0.4963407814502716,0.32131147384643555,0.5060528516769409,0.65041184425354,0.0,0.014659686014056206,0.48291316628456116,0.313092976808548
6,0.6325464844703674,0.683260977268219,0.39360438219525595,0.8671509027481079,0.1157240942120552,0.36058443784713745,0.5018022656440735,0.32131147384643555,0.511819064617157,0.6506262421607971,0.0,0.04938271641731262,0.5119920372962952,0.4392549693584442
7,0.624666690826416,0.6790795922279358,0.45736144144426694,0.8275756239891052,0.3772522509098053,0.6512219905853271,0.5255836844444275,0.32131147384643555,0.5382107496261597,0.6676307916641235,0.0,0.06035805493593216,0.5352502465248108,0.5265809893608093
8,0.6173655986785889,0.6743085980415344,0.499524249271913,0.8145705461502075,0.5776277780532837,0.8179025650024414,0.5392456650733948,0.32131147384643555,0.555381178855896,0.7056943774223328,0.0,0.06924644112586975,0.5381250381469727,0.555661678314209
9,0.6096746921539307,0.6688920855522156,0.5245605876499956,0.822161853313446,0.6499678492546082,0.919345498085022,0.5669274926185608,0.3232594132423401,0.5785990357398987,0.7329510450363159,0.0,0.08678103238344193,0.5099149942398071,0.5802582502365112
10,0.6027580499649048,0.6628859639167786,0.5412219193848696,0.8324141502380371,0.7409326434135437,0.9429474472999573,0.5965268611907959,0.33149170875549316,0.5874669551849365,0.7460659742355347,0.0,0.09638553857803345,0.48869457840919495,0.5905152559280396
